Name,Personality,Species,Image
Hazel,Sisterly,Squirrel,"<img alt=""NH-Hazel poster"" class="""" data-image-key=""NH-Hazel_poster.png"" data-image-name=""NH-Hazel poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/48/NH-Hazel_poster.png/revision/latest/scale-to-width-down/100?cb=20200410183827"" width=""100""/>"
Henry,Smug,Frog,"<img alt=""NH-Henry poster"" class="""" data-image-key=""NH-Henry_poster.png"" data-image-name=""NH-Henry poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/2/24/NH-Henry_poster.png/revision/latest/scale-to-width-down/100?cb=20200522062351"" width=""100""/>"
Hippeux,Smug,Hippo,"<img alt=""NH-Hippeux poster"" class="""" data-image-key=""NH-Hippeux_poster.png"" data-image-name=""NH-Hippeux poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/a3/NH-Hippeux_poster.png/revision/latest/scale-to-width-down/100?cb=20200522062422"" width=""100""/>"
Hopkins,Lazy,Rabbit,"<img alt=""NH-Hopkins poster"" class="""" data-image-key=""NH-Hopkins_poster.png"" data-image-name=""NH-Hopkins poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/00/NH-Hopkins_poster.png/revision/latest/scale-to-width-down/100?cb=20200410185246"" width=""100""/>"
Hopper,Cranky,Penguin,"<img alt=""NH-Hopper poster"" class="""" data-image-key=""NH-Hopper_poster.png"" data-image-name=""NH-Hopper poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/01/NH-Hopper_poster.png/revision/latest/scale-to-width-down/100?cb=20200410190612"" width=""100""/>"
Hornsby,Lazy,Rhino,"<img alt=""NH-Hornsby poster"" class="""" data-image-key=""NH-Hornsby_poster.png"" data-image-name=""NH-Hornsby poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/48/NH-Hornsby_poster.png/revision/latest/scale-to-width-down/100?cb=20200410184934"" width=""100""/>"
Huck,Smug,Frog,"<img alt=""NH-Huck poster"" class="""" data-image-key=""NH-Huck_poster.png"" data-image-name=""NH-Huck poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/b/ba/NH-Huck_poster.png/revision/latest/scale-to-width-down/100?cb=20200522062452"" width=""100""/>"
Hugh,Lazy,Pig,"<img alt=""NH-Hugh poster"" class="""" data-image-key=""NH-Hugh_poster.png"" data-image-name=""NH-Hugh poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/3/3e/NH-Hugh_poster.png/revision/latest/scale-to-width-down/100?cb=20200410190230"" width=""100""/>"
Iggly,Jock,Penguin,"<img alt=""NH-Iggly poster"" class="""" data-image-key=""NH-Iggly_poster.png"" data-image-name=""NH-Iggly poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/48/NH-Iggly_poster.png/revision/latest/scale-to-width-down/100?cb=20200410190437"" width=""100""/>"
Ike,Cranky,Bear,"<img alt=""NH-Ike poster"" class="""" data-image-key=""NH-Ike_poster.png"" data-image-name=""NH-Ike poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/3/33/NH-Ike_poster.png/revision/latest/scale-to-width-down/100?cb=20200522062526"" width=""100""/>"
Jacob,Lazy,Bird,"<img alt=""NH-Jacob poster"" class="""" data-image-key=""NH-Jacob_poster.png"" data-image-name=""NH-Jacob poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/6/65/NH-Jacob_poster.png/revision/latest/scale-to-width-down/100?cb=20200522062554"" width=""100""/>"
Jacques,Smug,Bird,"<img alt=""NH-Jacques poster"" class="""" data-image-key=""NH-Jacques_poster.png"" data-image-name=""NH-Jacques poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/b/bf/NH-Jacques_poster.png/revision/latest/scale-to-width-down/100?cb=20200522062617"" width=""100""/>"
Jambette,Normal,Frog,"<img alt=""NH-Jambette poster"" class="""" data-image-key=""NH-Jambette_poster.png"" data-image-name=""NH-Jambette poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/ab/NH-Jambette_poster.png/revision/latest/scale-to-width-down/100?cb=20200522063434"" width=""100""/>"
Jay,Jock,Bird,"<img alt=""NH-Jay poster"" class="""" data-image-key=""NH-Jay_poster.png"" data-image-name=""NH-Jay poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/e/e6/NH-Jay_poster.png/revision/latest/scale-to-width-down/100?cb=20200522063408"" width=""100""/>"
Jeremiah,Lazy,Frog,"<img alt=""NH-Jeremiah poster"" class="""" data-image-key=""NH-Jeremiah_poster.png"" data-image-name=""NH-Jeremiah poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/c/cd/NH-Jeremiah_poster.png/revision/latest/scale-to-width-down/100?cb=20200522063336"" width=""100""/>"
Jitters,Jock,Bird,"<img alt=""NH-Jitters poster"" class="""" data-image-key=""NH-Jitters_poster.png"" data-image-name=""NH-Jitters poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/de/NH-Jitters_poster.png/revision/latest/scale-to-width-down/100?cb=20200522063309"" width=""100""/>"
Joey,Lazy,Duck,"<img alt=""NH-Joey poster"" class="""" data-image-key=""NH-Joey_poster.png"" data-image-name=""NH-Joey poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/e/e4/NH-Joey_poster.png/revision/latest/scale-to-width-down/100?cb=20200522063240"" width=""100""/>"
Judy,Snooty,Cub,"<img alt=""NH-Judy poster"" class="""" data-image-key=""NH-Judy_poster.png"" data-image-name=""NH-Judy poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/5/50/NH-Judy_poster.png/revision/latest/scale-to-width-down/100?cb=20200522063219"" width=""100""/>"
Julia,Snooty,Ostrich,"<img alt=""NH-Julia poster"" class="""" data-image-key=""NH-Julia_poster.png"" data-image-name=""NH-Julia poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/fc/NH-Julia_poster.png/revision/latest/scale-to-width-down/100?cb=20200410191747"" width=""100""/>"
Julian,Smug,Horse,"<img alt=""NH-Julian poster"" class="""" data-image-key=""NH-Julian_poster.png"" data-image-name=""NH-Julian poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/f4/NH-Julian_poster.png/revision/latest/scale-to-width-down/100?cb=20200410192747"" width=""100""/>"
June,Normal,Cub,"<img alt=""NH-June poster"" class="""" data-image-key=""NH-June_poster.png"" data-image-name=""NH-June poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/9/90/NH-June_poster.png/revision/latest/scale-to-width-down/100?cb=20200522063156"" width=""100""/>"
Kabuki,Cranky,Cat,"<img alt=""NH-Kabuki poster"" class="""" data-image-key=""NH-Kabuki_poster.png"" data-image-name=""NH-Kabuki poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/f1/NH-Kabuki_poster.png/revision/latest/scale-to-width-down/100?cb=20200410182309"" width=""100""/>"
Katt,Sisterly,Cat,"<img alt=""NH-Katt poster"" class="""" data-image-key=""NH-Katt_poster.png"" data-image-name=""NH-Katt poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/e/ee/NH-Katt_poster.png/revision/latest/scale-to-width-down/100?cb=20200410182946"" width=""100""/>"
Keaton,Smug,Eagle,"<img alt=""NH-Keaton poster"" class="""" data-image-key=""NH-Keaton_poster.png"" data-image-name=""NH-Keaton poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/e/e5/NH-Keaton_poster.png/revision/latest/scale-to-width-down/100?cb=20200522063126"" width=""100""/>"
Ken,Smug,Chicken,"<img alt=""NH-Ken poster"" class="""" data-image-key=""NH-Ken_poster.png"" data-image-name=""NH-Ken poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/2/2d/NH-Ken_poster.png/revision/latest/scale-to-width-down/100?cb=20200522063105"" width=""100""/>"
Ketchup,Peppy,Duck,"<img alt=""NH-Ketchup poster"" class="""" data-image-key=""NH-Ketchup_poster.png"" data-image-name=""NH-Ketchup poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/e/e1/NH-Ketchup_poster.png/revision/latest/scale-to-width-down/100?cb=20200522063044"" width=""100""/>"
Kevin,Jock,Pig,"<img alt=""NH-Kevin poster"" class="""" data-image-key=""NH-Kevin_poster.png"" data-image-name=""NH-Kevin poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/2/20/NH-Kevin_poster.png/revision/latest/scale-to-width-down/100?cb=20200410185817"" width=""100""/>"
Kid Cat,Jock,Cat,"<img alt=""NH-Kid Cat poster"" class="""" data-image-key=""NH-Kid_Cat_poster.png"" data-image-name=""NH-Kid Cat poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/3/30/NH-Kid_Cat_poster.png/revision/latest/scale-to-width-down/100?cb=20200410182348"" width=""100""/>"
Kidd,Smug,Goat,"<img alt=""NH-Kidd poster"" class="""" data-image-key=""NH-Kidd_poster.png"" data-image-name=""NH-Kidd poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/46/NH-Kidd_poster.png/revision/latest/scale-to-width-down/100?cb=20200522063019"" width=""100""/>"
Kiki,Normal,Cat,"<img alt=""NH-Kiki poster"" class="""" data-image-key=""NH-Kiki_poster.png"" data-image-name=""NH-Kiki poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/3/34/NH-Kiki_poster.png/revision/latest/scale-to-width-down/100?cb=20200410182200"" width=""100""/>"
Kitt,Normal,Kangaroo,"<img alt=""NH-Kitt poster"" class="""" data-image-key=""NH-Kitt_poster.png"" data-image-name=""NH-Kitt poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/e/ed/NH-Kitt_poster.png/revision/latest/scale-to-width-down/100?cb=20200522062950"" width=""100""/>"
Kitty,Snooty,Cat,"<img alt=""NH-Kitty poster"" class="""" data-image-key=""NH-Kitty_poster.png"" data-image-name=""NH-Kitty poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/7/7a/NH-Kitty_poster.png/revision/latest/scale-to-width-down/100?cb=20200410182820"" width=""100""/>"
Klaus,Smug,Bear,"<img alt=""NH-Klaus poster"" class="""" data-image-key=""NH-Klaus_poster.png"" data-image-name=""NH-Klaus poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/5/56/NH-Klaus_poster.png/revision/latest/scale-to-width-down/100?cb=20200522062928"" width=""100""/>"
Knox,Cranky,Chicken,"<img alt=""NH-Knox poster"" class="""" data-image-key=""NH-Knox_poster.png"" data-image-name=""NH-Knox poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/45/NH-Knox_poster.png/revision/latest/scale-to-width-down/100?cb=20200522062907"" width=""100""/>"
Kody,Jock,Cub,"<img alt=""NH-Kody poster"" class="""" data-image-key=""NH-Kody_poster.png"" data-image-name=""NH-Kody poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/3/30/NH-Kody_poster.png/revision/latest/scale-to-width-down/100?cb=20200522062831"" width=""100""/>"
Kyle,Smug,Wolf,"<img alt=""NH-Kyle poster"" class="""" data-image-key=""NH-Kyle_poster.png"" data-image-name=""NH-Kyle poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/9/93/NH-Kyle_poster.png/revision/latest/scale-to-width-down/100?cb=20200410183323"" width=""100""/>"
Leonardo,Jock,Tiger,"<img alt=""NH-Leonardo poster"" class="""" data-image-key=""NH-Leonardo_poster.png"" data-image-name=""NH-Leonardo poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/1/1a/NH-Leonardo_poster.png/revision/latest/scale-to-width-down/100?cb=20200410183650"" width=""100""/>"
Leopold,Smug,Lion,"<img alt=""NH-Leopold poster"" class="""" data-image-key=""NH-Leopold_poster.png"" data-image-name=""NH-Leopold poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/dc/NH-Leopold_poster.png/revision/latest/scale-to-width-down/100?cb=20200410192806"" width=""100""/>"
Lily,Normal,Frog,"<img alt=""NH-Lily poster"" class="""" data-image-key=""NH-Lily_poster.png"" data-image-name=""NH-Lily poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/f0/NH-Lily_poster.png/revision/latest/scale-to-width-down/100?cb=20200522070016"" width=""100""/>"
Limberg,Cranky,Mouse,"<img alt=""NH-Limberg poster"" class="""" data-image-key=""NH-Limberg_poster.png"" data-image-name=""NH-Limberg poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/1/12/NH-Limberg_poster.png/revision/latest/scale-to-width-down/100?cb=20200410192555"" width=""100""/>"
Lionel,Smug,Lion,"<img alt=""NH-Lionel poster"" class="""" data-image-key=""NH-Lionel_poster.png"" data-image-name=""NH-Lionel poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/b/b1/NH-Lionel_poster.png/revision/latest/scale-to-width-down/100?cb=20200522065956"" width=""100""/>"
Lobo,Cranky,Wolf,"<img alt=""NH-Lobo poster"" class="""" data-image-key=""NH-Lobo_poster.png"" data-image-name=""NH-Lobo poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/f8/NH-Lobo_poster.png/revision/latest/scale-to-width-down/100?cb=20200410183522"" width=""100""/>"
Lolly,Normal,Cat,"<img alt=""NH-Lolly poster"" class="""" data-image-key=""NH-Lolly_poster.png"" data-image-name=""NH-Lolly poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/b/b0/NH-Lolly_poster.png/revision/latest/scale-to-width-down/100?cb=20200410182533"" width=""100""/>"
Lopez,Smug,Deer,"<img alt=""NH-Lopez poster"" class="""" data-image-key=""NH-Lopez_poster.png"" data-image-name=""NH-Lopez poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/dc/NH-Lopez_poster.png/revision/latest/scale-to-width-down/100?cb=20200522065932"" width=""100""/>"
Louie,Jock,Gorilla,"<img alt=""NH-Louie poster"" class="""" data-image-key=""NH-Louie_poster.png"" data-image-name=""NH-Louie poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/1/13/NH-Louie_poster.png/revision/latest/scale-to-width-down/100?cb=20200522065914"" width=""100""/>"
Lucha,Smug,Bird,"<img alt=""NH-Lucha poster"" class="""" data-image-key=""NH-Lucha_poster.png"" data-image-name=""NH-Lucha poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/dc/NH-Lucha_poster.png/revision/latest/scale-to-width-down/100?cb=20200522065852"" width=""100""/>"
Lucky,Lazy,Dog,"<img alt=""NH-Lucky poster"" class="""" data-image-key=""NH-Lucky_poster.png"" data-image-name=""NH-Lucky poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/4d/NH-Lucky_poster.png/revision/latest/scale-to-width-down/100?cb=20200522065833"" width=""100""/>"
Lucy,Normal,Pig,"<img alt=""NH-Lucy poster"" class="""" data-image-key=""NH-Lucy_poster.png"" data-image-name=""NH-Lucy poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/1/14/NH-Lucy_poster.png/revision/latest/scale-to-width-down/100?cb=20200410190214"" width=""100""/>"
Lyman,Jock,Koala,"<img alt=""NH-Lyman poster"" class="""" data-image-key=""NH-Lyman_poster.png"" data-image-name=""NH-Lyman poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/1/1a/NH-Lyman_poster.png/revision/latest/scale-to-width-down/100?cb=20200522065812"" width=""100""/>"
Mac,Jock,Dog,"<img alt=""NH-Mac poster"" class="""" data-image-key=""NH-Mac_poster.png"" data-image-name=""NH-Mac poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/4d/NH-Mac_poster.png/revision/latest/scale-to-width-down/100?cb=20200522065753"" width=""100""/>"
Maddie,Peppy,Dog,"<img alt=""NH-Maddie poster"" class="""" data-image-key=""NH-Maddie_poster.png"" data-image-name=""NH-Maddie poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/07/NH-Maddie_poster.png/revision/latest/scale-to-width-down/100?cb=20200522065730"" width=""100""/>"
Maelle,Snooty,Duck,"<img alt=""NH-Maelle poster"" class="""" data-image-key=""NH-Maelle_poster.png"" data-image-name=""NH-Maelle poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/de/NH-Maelle_poster.png/revision/latest/scale-to-width-down/100?cb=20200522065709"" width=""100""/>"
Maggie,Normal,Pig,"<img alt=""NH-Maggie poster"" class="""" data-image-key=""NH-Maggie_poster.png"" data-image-name=""NH-Maggie poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/4f/NH-Maggie_poster.png/revision/latest/scale-to-width-down/100?cb=20200410185952"" width=""100""/>"
Mallary,Snooty,Duck,"<img alt=""NH-Mallary poster"" class="""" data-image-key=""NH-Mallary_poster.png"" data-image-name=""NH-Mallary poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/3/35/NH-Mallary_poster.png/revision/latest/scale-to-width-down/100?cb=20200522065649"" width=""100""/>"
Maple,Normal,Cub,"<img alt=""NH-Maple poster"" class="""" data-image-key=""NH-Maple_poster.png"" data-image-name=""NH-Maple poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d1/NH-Maple_poster.png/revision/latest/scale-to-width-down/100?cb=20200522065624"" width=""100""/>"
Marcel,Lazy,Dog,"<img alt=""NH-Marcel poster"" class="""" data-image-key=""NH-Marcel_poster.png"" data-image-name=""NH-Marcel poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/e/e5/NH-Marcel_poster.png/revision/latest/scale-to-width-down/100?cb=20200522065604"" width=""100""/>"
Marcie,Normal,Kangaroo,"<img alt=""NH-Marcie poster"" class="""" data-image-key=""NH-Marcie_poster.png"" data-image-name=""NH-Marcie poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/db/NH-Marcie_poster.png/revision/latest/scale-to-width-down/100?cb=20200522065544"" width=""100""/>"
Margie,Normal,Elephant,"<img alt=""NH-Margie poster"" class="""" data-image-key=""NH-Margie_poster.png"" data-image-name=""NH-Margie poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/ff/NH-Margie_poster.png/revision/latest/scale-to-width-down/100?cb=20200522065513"" width=""100""/>"
Marina,Normal,Octopus,"<img alt=""NH-Marina poster"" class="""" data-image-key=""NH-Marina_poster.png"" data-image-name=""NH-Marina poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/fd/NH-Marina_poster.png/revision/latest/scale-to-width-down/100?cb=20200410192009"" width=""100""/>"
Marshal,Smug,Squirrel,"<img alt=""NH-Marshal poster"" class="""" data-image-key=""NH-Marshal_poster.png"" data-image-name=""NH-Marshal poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/e/e6/NH-Marshal_poster.png/revision/latest/scale-to-width-down/100?cb=20200522065451"" width=""100""/>"
Mathilda,Snooty,Kangaroo,"<img alt=""NH-Mathilda poster"" class="""" data-image-key=""NH-Mathilda_poster.png"" data-image-name=""NH-Mathilda poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/8/81/NH-Mathilda_poster.png/revision/latest/scale-to-width-down/100?cb=20200522065431"" width=""100""/>"
Megan,Normal,Bear,"<img alt=""NH-Megan poster"" class="""" data-image-key=""NH-Megan_poster.png"" data-image-name=""NH-Megan poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/1/18/NH-Megan_poster.png/revision/latest/scale-to-width-down/100?cb=20200522065410"" width=""100""/>"
Melba,Normal,Koala,"<img alt=""NH-Melba poster"" class="""" data-image-key=""NH-Melba_poster.png"" data-image-name=""NH-Melba poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/5/57/NH-Melba_poster.png/revision/latest/scale-to-width-down/100?cb=20200522065347"" width=""100""/>"
Merengue,Normal,Rhino,"<img alt=""NH-Merengue poster"" class="""" data-image-key=""NH-Merengue_poster.png"" data-image-name=""NH-Merengue poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/9/9d/NH-Merengue_poster.png/revision/latest/scale-to-width-down/100?cb=20200410184909"" width=""100""/>"
Merry,Peppy,Cat,"<img alt=""NH-Merry poster"" class="""" data-image-key=""NH-Merry_poster.png"" data-image-name=""NH-Merry poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/f0/NH-Merry_poster.png/revision/latest/scale-to-width-down/100?cb=20200410182436"" width=""100""/>"
Midge,Normal,Bird,"<img alt=""NH-Midge poster"" class="""" data-image-key=""NH-Midge_poster.png"" data-image-name=""NH-Midge poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/8/86/NH-Midge_poster.png/revision/latest/scale-to-width-down/100?cb=20200522065322"" width=""100""/>"
Mint,Snooty,Squirrel,"<img alt=""NH-Mint poster"" class="""" data-image-key=""NH-Mint_poster.png"" data-image-name=""NH-Mint poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/2/2a/NH-Mint_poster.png/revision/latest/scale-to-width-down/100?cb=20200410184044"" width=""100""/>"
Mira,Sisterly,Rabbit,"<img alt=""NH-Mira poster"" class="""" data-image-key=""NH-Mira_poster.png"" data-image-name=""NH-Mira poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/7/79/NH-Mira_poster.png/revision/latest/scale-to-width-down/100?cb=20200410185049"" width=""100""/>"
Miranda,Snooty,Duck,"<img alt=""NH-Miranda poster"" class="""" data-image-key=""NH-Miranda_poster.png"" data-image-name=""NH-Miranda poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/f4/NH-Miranda_poster.png/revision/latest/scale-to-width-down/100?cb=20200522065300"" width=""100""/>"
Mitzi,Normal,Cat,"<img alt=""NH-Mitzi poster"" class="""" data-image-key=""NH-Mitzi_poster.png"" data-image-name=""NH-Mitzi poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/2/20/NH-Mitzi_poster.png/revision/latest/scale-to-width-down/100?cb=20200410182006"" width=""100""/>"
Moe,Lazy,Cat,"<img alt=""NH-Moe poster"" class="""" data-image-key=""NH-Moe_poster.png"" data-image-name=""NH-Moe poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/7/7e/NH-Moe_poster.png/revision/latest/scale-to-width-down/100?cb=20200410182701"" width=""100""/>"
Molly,Normal,Duck,"<img alt=""NH-Molly poster"" class="""" data-image-key=""NH-Molly_poster.png"" data-image-name=""NH-Molly poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/00/NH-Molly_poster.png/revision/latest/scale-to-width-down/100?cb=20200522065237"" width=""100""/>"
Monique,Snooty,Cat,"<img alt=""NH-Monique poster"" class="""" data-image-key=""NH-Monique_poster.png"" data-image-name=""NH-Monique poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d3/NH-Monique_poster.png/revision/latest/scale-to-width-down/100?cb=20200410182724"" width=""100""/>"
Monty,Cranky,Monkey,"<img alt=""NH-Monty poster"" class="""" data-image-key=""NH-Monty_poster.png"" data-image-name=""NH-Monty poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/2/2b/NH-Monty_poster.png/revision/latest/scale-to-width-down/100?cb=20200522065214"" width=""100""/>"
Moose,Jock,Mouse,"<img alt=""NH-Moose poster"" class="""" data-image-key=""NH-Moose_poster.png"" data-image-name=""NH-Moose poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/b/b2/NH-Moose_poster.png/revision/latest/scale-to-width-down/100?cb=20200410192236"" width=""100""/>"
Mott,Jock,Lion,"<img alt=""NH-Mott poster"" class="""" data-image-key=""NH-Mott_poster.png"" data-image-name=""NH-Mott poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/6/66/NH-Mott_poster.png/revision/latest/scale-to-width-down/100?cb=20200522065136"" width=""100""/>"
Muffy,Sisterly,Sheep,"<img alt=""NH-Muffy poster"" class="""" data-image-key=""NH-Muffy_poster.png"" data-image-name=""NH-Muffy poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/7/70/NH-Muffy_poster.png/revision/latest/scale-to-width-down/100?cb=20200410184450"" width=""100""/>"
Murphy,Cranky,Cub,"<img alt=""NH-Murphy poster"" class="""" data-image-key=""NH-Murphy_poster.png"" data-image-name=""NH-Murphy poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/6/69/NH-Murphy_poster.png/revision/latest/scale-to-width-down/100?cb=20200522065115"" width=""100""/>"
Nan,Normal,Goat,"<img alt=""NH-Nan poster"" class="""" data-image-key=""NH-Nan_poster.png"" data-image-name=""NH-Nan poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/de/NH-Nan_poster.png/revision/latest/scale-to-width-down/100?cb=20200522184645"" width=""100""/>"
Nana,Normal,Monkey,"<img alt=""NH-Nana poster"" class="""" data-image-key=""NH-Nana_poster.png"" data-image-name=""NH-Nana poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/6/64/NH-Nana_poster.png/revision/latest/scale-to-width-down/100?cb=20200522184710"" width=""100""/>"
Naomi,Snooty,Cow,"<img alt=""NH-Naomi poster"" class="""" data-image-key=""NH-Naomi_poster.png"" data-image-name=""NH-Naomi poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/9/97/NH-Naomi_poster.png/revision/latest/scale-to-width-down/100?cb=20200522184727"" width=""100""/>"
Nate,Lazy,Bear,"<img alt=""NH-Nate poster"" class="""" data-image-key=""NH-Nate_poster.png"" data-image-name=""NH-Nate poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/1/1a/NH-Nate_poster.png/revision/latest/scale-to-width-down/100?cb=20200522184748"" width=""100""/>"
Nibbles,Peppy,Squirrel,"<img alt=""NH-Nibbles poster"" class="""" data-image-key=""NH-Nibbles_poster.png"" data-image-name=""NH-Nibbles poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d5/NH-Nibbles_poster.png/revision/latest/scale-to-width-down/100?cb=20200410184229"" width=""100""/>"
Norma,Normal,Cow,"<img alt=""NH-Norma poster"" class="""" data-image-key=""NH-Norma_poster.png"" data-image-name=""NH-Norma poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/9/94/NH-Norma_poster.png/revision/latest/scale-to-width-down/100?cb=20200522184806"" width=""100""/>"
Octavian,Cranky,Octopus,"<img alt=""NH-Octavian poster"" class="""" data-image-key=""NH-Octavian_poster.png"" data-image-name=""NH-Octavian poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/8/82/NH-Octavian_poster.png/revision/latest/scale-to-width-down/100?cb=20200410192036"" width=""100""/>"
